a,b,theta,A1,A2,E,E_p,E_t,machine_type,status,file_name,cx,cy,cz
6.0,8.1,73.0,-14.0,32.0,-26.462315073469647,-3.77781351323938,-4.7266720117477234,2,Done,naphthalene_A1=-14_A2=32_a=6.0_b=8.1_theta=73.0_cx=0_cy=0_cz=0.log,,,
5.6,8.8,67.0,-17.0,32.0,-24.891518236370764,-4.085757143096998,-4.180000987544189,2,Done,naphthalene_A1=-17_A2=32_a=5.6_b=8.8_theta=67.0_cx=0_cy=0_cz=0.log,,,
5.8,9.0,65.5,-18.0,32.0,-24.029584305360913,-3.551135565910954,-4.231828293384751,2,Done,naphthalene_A1=-18_A2=32_a=5.8_b=9.0_theta=65.5_cx=0_cy=0_cz=0.log,,,
5.8,8.5,68.0,-16.0,32.0,-25.414285522070713,-3.8548880565213035,-4.426127352257026,1,Done,naphthalene_A1=-16_A2=32_a=5.8_b=8.5_theta=68.0_cx=0_cy=0_cz=0.log,,,
5.8,8.7,64.0,-19.0,32.0,-23.078643101034693,-3.3494927574647586,-4.094914396526292,1,Done,naphthalene_A1=-19_A2=32_a=5.8_b=8.7_theta=64.0_cx=0_cy=0_cz=0.log,,,
6.0,8.2,73.0,-14.0,32.0,-26.499175010947514,-3.77781351323938,-4.7358869961171886,2,Done,naphthalene_A1=-14_A2=32_a=6.0_b=8.2_theta=73.0_cx=0_cy=0_cz=0.log,,,
5.6,8.9,67.0,-17.0,32.0,-24.905187914031558,-4.085757143096998,-4.18341840695939,2,Done,naphthalene_A1=-17_A2=32_a=5.6_b=8.9_theta=67.0_cx=0_cy=0_cz=0.log,,,
5.8,9.0,66.0,-18.0,32.0,-24.164487660164014,-3.604077957046683,-4.239082936517661,2,Done,naphthalene_A1=-18_A2=32_a=5.8_b=9.0_theta=66.0_cx=0_cy=0_cz=0.log,,,
5.8,8.5,68.5,-16.0,32.0,-25.613571402966045,-3.892998621333392,-4.456893540074816,1,Done,naphthalene_A1=-16_A2=32_a=5.8_b=8.5_theta=68.5_cx=0_cy=0_cz=0.log,,,
5.8,8.7,64.5,-19.0,32.0,-23.355578324175443,-3.4058732759440313,-4.135957943071844,1,Done,naphthalene_A1=-19_A2=32_a=5.8_b=8.7_theta=64.5_cx=0_cy=0_cz=0.log,,,
6.0,8.3,73.0,-14.0,32.0,-26.3929099572124,-3.77781351323938,-4.70932073268341,2,Done,naphthalene_A1=-14_A2=32_a=6.0_b=8.3_theta=73.0_cx=0_cy=0_cz=0.log,,,
5.7,8.7,67.0,-17.0,32.0,-24.954759949003343,-3.931874748377595,-4.272752613062038,2,Done,naphthalene_A1=-17_A2=32_a=5.7_b=8.7_theta=67.0_cx=0_cy=0_cz=0.log,,,
5.6,8.8,66.5,-18.0,32.0,-24.47140280157328,-4.032471504062413,-4.101614948362112,2,Done,naphthalene_A1=-18_A2=32_a=5.6_b=8.8_theta=66.5_cx=0_cy=0_cz=0.log,,,
5.8,8.5,69.0,-16.0,32.0,-25.792022696463388,-3.927297062880825,-4.484357142675433,1,Done,naphthalene_A1=-16_A2=32_a=5.8_b=8.5_theta=69.0_cx=0_cy=0_cz=0.log,,,
5.9,8.5,63.5,-19.0,32.0,-22.225791750242934,-3.0644275146769364,-4.024234180222265,1,Done,naphthalene_A1=-19_A2=32_a=5.9_b=8.5_theta=63.5_cx=0_cy=0_cz=0.log,,,
5.8,8.1,73.5,-14.0,32.0,-26.26937080861535,-3.8253373555489816,-4.6546740243793465,2,Done,naphthalene_A1=-14_A2=32_a=5.8_b=8.1_theta=73.5_cx=0_cy=0_cz=0.log,,,
5.7,8.8,67.0,-17.0,32.0,-24.98251597152557,-3.931874748377595,-4.279691618692596,2,Done,naphthalene_A1=-17_A2=32_a=5.7_b=8.8_theta=67.0_cx=0_cy=0_cz=0.log,,,
5.6,8.9,66.5,-18.0,32.0,-24.56727628945373,-4.032471504062413,-4.1255833203322245,2,Done,naphthalene_A1=-18_A2=32_a=5.6_b=8.9_theta=66.5_cx=0_cy=0_cz=0.log,,,
5.8,8.6,69.0,-16.0,32.0,-25.78199508681428,-3.9272970628808253,-4.4818502402631575,1,Done,naphthalene_A1=-16_A2=32_a=5.8_b=8.6_theta=69.0_cx=0_cy=0_cz=0.log,,,
5.9,8.5,64.0,-19.0,32.0,-22.55096743197646,-3.121146888588556,-4.0771684136998365,1,Done,naphthalene_A1=-19_A2=32_a=5.9_b=8.5_theta=64.0_cx=0_cy=0_cz=0.log,,,
5.8,8.2,73.5,-14.0,32.0,-26.420201622298922,-3.8253373555489816,-4.692381727800238,2,Done,naphthalene_A1=-14_A2=32_a=5.8_b=8.2_theta=73.5_cx=0_cy=0_cz=0.log,,,
5.7,8.9,67.0,-17.0,32.0,-24.90400443051476,-3.931874748377595,-4.2600637334398925,2,Done,naphthalene_A1=-17_A2=32_a=5.7_b=8.9_theta=67.0_cx=0_cy=0_cz=0.log,,,
5.6,9.0,66.5,-18.0,32.0,-24.551947475061752,-4.032471504062413,-4.121751116734232,2,Done,naphthalene_A1=-18_A2=32_a=5.6_b=9.0_theta=66.5_cx=0_cy=0_cz=0.log,,,
5.8,8.7,69.0,-16.0,32.0,-25.65992682171055,-3.927297062880825,-4.451333173987223,1,Done,naphthalene_A1=-16_A2=32_a=5.8_b=8.7_theta=69.0_cx=0_cy=0_cz=0.log,,,
5.9,8.5,64.5,-19.0,32.0,-22.86547669884749,-3.1776183959445916,-4.127559976739576,1,Done,naphthalene_A1=-19_A2=32_a=5.9_b=8.5_theta=64.5_cx=0_cy=0_cz=0.log,,,
5.8,8.3,73.5,-14.0,32.0,-26.409822606947273,-3.8253373555489816,-4.689786973962328,2,Done,naphthalene_A1=-14_A2=32_a=5.8_b=8.3_theta=73.5_cx=0_cy=0_cz=0.log,,,
5.8,8.7,67.0,-17.0,32.0,-24.952711756690405,-3.737232441548258,-4.369561718398471,2,Done,naphthalene_A1=-17_A2=32_a=5.8_b=8.7_theta=67.0_cx=0_cy=0_cz=0.log,,,
5.7,8.8,66.5,-18.0,32.0,-24.61143040296156,-3.8599100190331233,-4.2229025912238285,2,Done,naphthalene_A1=-18_A2=32_a=5.7_b=8.8_theta=66.5_cx=0_cy=0_cz=0.log,,,
5.9,8.5,68.0,-16.0,32.0,-25.353872624342326,-3.6500455747009255,-4.513445368735121,1,Done,naphthalene_A1=-16_A2=32_a=5.9_b=8.5_theta=68.0_cx=0_cy=0_cz=0.log,,,
5.9,8.6,63.5,-19.0,32.0,-22.69541019399185,-3.0644275146769364,-4.141638791159494,1,Done,naphthalene_A1=-19_A2=32_a=5.9_b=8.6_theta=63.5_cx=0_cy=0_cz=0.log,,,
5.9,8.1,73.5,-14.0,32.0,-26.55452892289032,-3.8637422226020135,-4.706761119421572,2,Done,naphthalene_A1=-14_A2=32_a=5.9_b=8.1_theta=73.5_cx=0_cy=0_cz=0.log,,,
5.8,8.8,67.0,-17.0,32.0,-24.887774511706084,-3.737232441548258,-4.353327407152392,2,Done,naphthalene_A1=-17_A2=32_a=5.8_b=8.8_theta=67.0_cx=0_cy=0_cz=0.log,,,
5.7,8.9,66.5,-18.0,32.0,-24.60344094550237,-3.8599100190331233,-4.220905226859031,2,Done,naphthalene_A1=-18_A2=32_a=5.7_b=8.9_theta=66.5_cx=0_cy=0_cz=0.log,,,
5.9,8.5,68.5,-16.0,32.0,-25.526668798178434,-3.694386686256621,-4.534473856416297,1,Done,naphthalene_A1=-16_A2=32_a=5.9_b=8.5_theta=68.5_cx=0_cy=0_cz=0.log,,,
5.9,8.6,64.5,-19.0,32.0,-23.24746964627411,-3.1776183959445916,-4.223058213596232,1,Done,naphthalene_A1=-19_A2=32_a=5.9_b=8.6_theta=64.5_cx=0_cy=0_cz=0.log,,,
5.9,8.2,73.5,-14.0,32.0,-26.62618554488289,-3.8637422226020135,-4.724675274919719,2,Done,naphthalene_A1=-14_A2=32_a=5.9_b=8.2_theta=73.5_cx=0_cy=0_cz=0.log,,,
5.8,8.9,67.0,-17.0,32.0,-24.728509963373646,-3.737232441548258,-4.313511270069284,2,Done,naphthalene_A1=-17_A2=32_a=5.8_b=8.9_theta=67.0_cx=0_cy=0_cz=0.log,,,
5.7,9.0,66.5,-18.0,32.0,-24.49735912494361,-3.8599100190331233,-4.194384771719342,2,Done,naphthalene_A1=-18_A2=32_a=5.7_b=9.0_theta=66.5_cx=0_cy=0_cz=0.log,,,
5.9,8.5,69.0,-16.0,32.0,-25.68221472157165,-3.735976166441105,-4.5525655971723635,1,Done,naphthalene_A1=-16_A2=32_a=5.9_b=8.5_theta=69.0_cx=0_cy=0_cz=0.log,,,
5.9,8.7,63.5,-19.0,32.0,-22.99091469310224,-3.0644275146769364,-4.215514915937091,1,Done,naphthalene_A1=-19_A2=32_a=5.9_b=8.7_theta=63.5_cx=0_cy=0_cz=0.log,,,
5.9,8.3,73.5,-14.0,32.0,-26.54890141333453,-3.8637422226020135,-4.705354242032627,2,Done,naphthalene_A1=-14_A2=32_a=5.9_b=8.3_theta=73.5_cx=0_cy=0_cz=0.log,,,
5.6,8.7,67.5,-17.0,32.0,-24.972544837393798,-4.109637663699687,-4.188317377498606,2,Done,naphthalene_A1=-17_A2=32_a=5.6_b=8.7_theta=67.5_cx=0_cy=0_cz=0.log,,,
5.8,8.8,66.5,-18.0,32.0,-24.57190229278057,-3.655282773077488,-4.3153341866564014,2,Done,naphthalene_A1=-18_A2=32_a=5.8_b=8.8_theta=66.5_cx=0_cy=0_cz=0.log,,,
5.9,8.7,64.0,-19.0,32.0,-23.23281477810815,-3.121146888588556,-4.24763025023276,1,Done,naphthalene_A1=-19_A2=32_a=5.9_b=8.7_theta=64.0_cx=0_cy=0_cz=0.log,,,
5.9,8.6,68.0,-16.0,32.0,-25.32784601952881,-3.6500455747009255,-4.506938717531738,1,Done,naphthalene_A1=-16_A2=32_a=5.9_b=8.6_theta=68.0_cx=0_cy=0_cz=0.log,,,
6.0,8.1,73.5,-14.0,32.0,-26.510168986045752,-3.7770730514312167,-4.739005720795831,2,Done,naphthalene_A1=-14_A2=32_a=6.0_b=8.1_theta=73.5_cx=0_cy=0_cz=0.log,,,
5.6,8.8,67.5,-17.0,32.0,-25.064203968155198,-4.109637663699687,-4.211232160188956,2,Done,naphthalene_A1=-17_A2=32_a=5.6_b=8.8_theta=67.5_cx=0_cy=0_cz=0.log,,,
5.8,8.9,66.5,-18.0,32.0,-24.472662841319107,-3.6552827730774884,-4.290524323791033,2,Done,naphthalene_A1=-18_A2=32_a=5.8_b=8.9_theta=66.5_cx=0_cy=0_cz=0.log,,,
5.9,8.7,64.5,-19.0,32.0,-23.46513780555688,-3.1776183959445916,-4.277475253416924,1,Done,naphthalene_A1=-19_A2=32_a=5.9_b=8.7_theta=64.5_cx=0_cy=0_cz=0.log,,,
5.9,8.6,68.5,-16.0,32.0,-25.46745946456213,-3.694386686256621,-4.519671523012222,1,Done,naphthalene_A1=-16_A2=32_a=5.9_b=8.6_theta=68.5_cx=0_cy=0_cz=0.log,,,
6.0,8.2,73.5,-14.0,32.0,-26.512086656643074,-3.7770730514312167,-4.739485138445161,2,Done,naphthalene_A1=-14_A2=32_a=6.0_b=8.2_theta=73.5_cx=0_cy=0_cz=0.log,,,
5.6,8.9,67.5,-17.0,32.0,-25.04119192156941,-4.109637663699687,-4.2054791485425085,2,Done,naphthalene_A1=-17_A2=32_a=5.6_b=8.9_theta=67.5_cx=0_cy=0_cz=0.log,,,
5.8,9.0,66.5,-18.0,32.0,-24.28738423879259,-3.655282773077488,-4.244204673159402,2,Done,naphthalene_A1=-18_A2=32_a=5.8_b=9.0_theta=66.5_cx=0_cy=0_cz=0.log,,,
6.0,8.5,63.5,-19.0,32.0,-22.558134851395153,-2.8393026546109468,-4.219882385543315,1,Done,naphthalene_A1=-19_A2=32_a=6.0_b=8.5_theta=63.5_cx=0_cy=0_cz=0.log,,,
6.0,8.3,73.5,-14.0,32.0,-26.376702628913336,-3.7770730514312167,-4.705639131512727,2,Done,naphthalene_A1=-14_A2=32_a=6.0_b=8.3_theta=73.5_cx=0_cy=0_cz=0.log,,,
5.9,8.6,69.0,-16.0,32.0,-25.59082918532659,-3.735976166441105,-4.529719213111093,1,Done,naphthalene_A1=-16_A2=32_a=5.9_b=8.6_theta=69.0_cx=0_cy=0_cz=0.log,,,
5.7,8.7,67.5,-17.0,32.0,-25.15214447490871,-3.969875499024056,-4.3030983692151485,2,Done,naphthalene_A1=-17_A2=32_a=5.7_b=8.7_theta=67.5_cx=0_cy=0_cz=0.log,,,
5.6,8.7,66.0,-18.0,32.0,-23.965514279203486,-3.996507650823333,-3.993124744389206,2,Done,naphthalene_A1=-18_A2=32_a=5.6_b=8.7_theta=66.0_cx=0_cy=0_cz=0.log,,,
6.0,8.5,64.0,-19.0,32.0,-22.830245777848177,-2.8946766470326115,-4.260223120945739,2,Done,naphthalene_A1=-19_A2=32_a=6.0_b=8.5_theta=64.0_cx=0_cy=0_cz=0.log,,,
5.9,8.7,68.0,-16.0,32.0,-25.192467012093395,-3.6500455747009255,-4.473093965672888,1,Done,naphthalene_A1=-16_A2=32_a=5.9_b=8.7_theta=68.0_cx=0_cy=0_cz=0.log,,,
5.7,8.8,67.5,-17.0,32.0,-25.14363041927573,-3.9698754990240563,-4.300969855306903,2,Done,naphthalene_A1=-17_A2=32_a=5.7_b=8.8_theta=67.5_cx=0_cy=0_cz=0.log,,,
5.6,8.7,66.5,-18.0,32.0,-24.2432953864336,-4.032471504062413,-4.044588094577193,2,Done,naphthalene_A1=-18_A2=32_a=5.6_b=8.7_theta=66.5_cx=0_cy=0_cz=0.log,,,
6.0,8.5,64.5,-19.0,32.0,-23.09342598170042,-2.9501008402439775,-4.298306075303117,2,Done,naphthalene_A1=-19_A2=32_a=6.0_b=8.5_theta=64.5_cx=0_cy=0_cz=0.log,,,
5.7,8.9,67.5,-17.0,32.0,-25.033048096578568,-3.9698754990240563,-4.273324274632613,2,Done,naphthalene_A1=-17_A2=32_a=5.7_b=8.9_theta=67.5_cx=0_cy=0_cz=0.log,,,
5.9,8.7,68.5,-16.0,32.0,-25.30323507718276,-3.694386686256621,-4.478615426167379,1,Done,naphthalene_A1=-16_A2=32_a=5.9_b=8.7_theta=68.5_cx=0_cy=0_cz=0.log,,,
5.6,8.7,67.0,-18.0,32.0,-24.49833678570577,-4.064014549192507,-4.092576921830187,2,Done,naphthalene_A1=-18_A2=32_a=5.6_b=8.7_theta=67.0_cx=0_cy=0_cz=0.log,,,
6.0,8.6,63.5,-19.0,32.0,-22.881904911017045,-2.8393026546109468,-4.300824900448788,2,Done,naphthalene_A1=-19_A2=32_a=6.0_b=8.6_theta=63.5_cx=0_cy=0_cz=0.log,,,
5.8,8.7,67.5,-17.0,32.0,-25.12659979739692,-3.7831523682689294,-4.390073765214765,2,Done,naphthalene_A1=-17_A2=32_a=5.8_b=8.7_theta=67.5_cx=0_cy=0_cz=0.log,,,
5.6,8.8,67.0,-18.0,32.0,-24.682423119200397,-4.064014549192507,-4.138598505203846,2,Done,naphthalene_A1=-18_A2=32_a=5.6_b=8.8_theta=67.0_cx=0_cy=0_cz=0.log,,,
5.9,8.7,69.0,-16.0,32.0,-25.39870068326127,-3.735976166441105,-4.4816870875947625,1,Done,naphthalene_A1=-16_A2=32_a=5.9_b=8.7_theta=69.0_cx=0_cy=0_cz=0.log,,,
6.0,8.6,64.0,-19.0,32.0,-23.11537377128843,-2.8946766470326115,-4.3315051193058025,2,Done,naphthalene_A1=-19_A2=32_a=6.0_b=8.6_theta=64.0_cx=0_cy=0_cz=0.log,,,
5.8,8.8,67.5,-17.0,32.0,-25.029960747109733,-3.7831523682689294,-4.365914002642967,2,Done,naphthalene_A1=-17_A2=32_a=5.8_b=8.8_theta=67.5_cx=0_cy=0_cz=0.log,,,
5.6,8.9,67.0,-18.0,32.0,-24.739212774205953,-4.064014549192507,-4.152795918955235,2,Done,naphthalene_A1=-18_A2=32_a=5.6_b=8.9_theta=67.0_cx=0_cy=0_cz=0.log,,,
5.7,8.4,68.5,-16.0,32.0,-25.234281768556684,-4.052538018790074,-4.282301432744134,1,Done,naphthalene_A1=-16_A2=32_a=5.7_b=8.4_theta=68.5_cx=0_cy=0_cz=0.log,,,
6.0,8.6,64.5,-19.0,32.0,-23.34039132739417,-2.9501008402439775,-4.360047411726555,2,Done,naphthalene_A1=-19_A2=32_a=6.0_b=8.6_theta=64.5_cx=0_cy=0_cz=0.log,,,
5.8,8.9,67.5,-17.0,32.0,-24.842859855853014,-3.7831523682689294,-4.319138779828792,2,Done,naphthalene_A1=-17_A2=32_a=5.8_b=8.9_theta=67.5_cx=0_cy=0_cz=0.log,,,
5.7,8.7,66.0,-18.0,32.0,-24.25423790526111,-3.814141322101932,-4.156488815264311,2,Done,naphthalene_A1=-18_A2=32_a=5.7_b=8.7_theta=66.0_cx=0_cy=0_cz=0.log,,,
5.7,8.4,69.0,-16.0,32.0,-25.475275729200806,-4.073131641955115,-4.332253111322643,1,Done,naphthalene_A1=-16_A2=32_a=5.7_b=8.4_theta=69.0_cx=0_cy=0_cz=0.log,,,
6.0,8.7,63.5,-19.0,32.0,-23.04861925798469,-2.8393026546109468,-4.3425034871906965,2,Done,naphthalene_A1=-19_A2=32_a=6.0_b=8.7_theta=63.5_cx=0_cy=0_cz=0.log,,,
5.6,8.6,67.0,-17.0,32.0,-24.48377227841411,-4.085757143096998,-4.078064498055029,2,Done,naphthalene_A1=-17_A2=32_a=5.6_b=8.6_theta=67.0_cx=0_cy=0_cz=0.log,,,
5.7,8.7,66.5,-18.0,32.0,-24.501686433912248,-3.8599100190331233,-4.195466598961501,2,Done,naphthalene_A1=-18_A2=32_a=5.7_b=8.7_theta=66.5_cx=0_cy=0_cz=0.log,,,
5.7,8.4,69.5,-16.0,32.0,-25.68681311514229,-4.087056716321968,-4.378174920624589,1,Done,naphthalene_A1=-16_A2=32_a=5.7_b=8.4_theta=69.5_cx=0_cy=0_cz=0.log,,,
6.0,8.7,64.0,-19.0,32.0,-23.24794153415133,-2.8946766470326115,-4.364647060021525,2,Done,naphthalene_A1=-19_A2=32_a=6.0_b=8.7_theta=64.0_cx=0_cy=0_cz=0.log,,,
5.6,8.6,67.5,-17.0,32.0,-24.74424414942041,-4.109637663699687,-4.131242205505259,2,Done,naphthalene_A1=-17_A2=32_a=5.6_b=8.6_theta=67.5_cx=0_cy=0_cz=0.log,,,
5.7,8.7,67.0,-18.0,32.0,-24.73108275444247,-3.902799700037576,-4.231370838591828,2,Done,naphthalene_A1=-18_A2=32_a=5.7_b=8.7_theta=67.0_cx=0_cy=0_cz=0.log,,,
5.7,8.5,69.5,-16.0,32.0,-25.87281460931991,-4.087056716321968,-4.424675294168992,1,Done,naphthalene_A1=-16_A2=32_a=5.7_b=8.5_theta=69.5_cx=0_cy=0_cz=0.log,,,
6.0,8.7,64.5,-19.0,32.0,-23.43932706385385,-2.9501008402439775,-4.384781345841475,2,Done,naphthalene_A1=-19_A2=32_a=6.0_b=8.7_theta=64.5_cx=0_cy=0_cz=0.log,,,
5.6,8.6,68.0,-17.0,32.0,-24.977012708899565,-4.127266929659527,-4.180619712395128,2,Done,naphthalene_A1=-17_A2=32_a=5.6_b=8.6_theta=68.0_cx=0_cy=0_cz=0.log,,,
5.7,8.8,67.0,-18.0,32.0,-24.802217288292013,-3.902799700037576,-4.249154472054215,2,Done,naphthalene_A1=-18_A2=32_a=5.7_b=8.8_theta=67.0_cx=0_cy=0_cz=0.log,,,
5.7,8.6,69.5,-16.0,32.0,-25.91512886353303,-4.087056716321968,-4.435253857722273,1,Done,naphthalene_A1=-16_A2=32_a=5.7_b=8.6_theta=69.5_cx=0_cy=0_cz=0.log,,,
5.8,8.6,65.0,-19.0,32.0,-23.31185844796709,-3.461538433097304,-4.097195395443123,2,Done,naphthalene_A1=-19_A2=32_a=5.8_b=8.6_theta=65.0_cx=0_cy=0_cz=0.log,,,
5.6,8.7,68.0,-17.0,32.0,-25.159974544309076,-4.127266929659527,-4.2263601712475065,2,Done,naphthalene_A1=-17_A2=32_a=5.6_b=8.7_theta=68.0_cx=0_cy=0_cz=0.log,,,
5.7,8.9,67.0,-18.0,32.0,-24.760081246844486,-3.902799700037576,-4.238620461692335,2,Done,naphthalene_A1=-18_A2=32_a=5.7_b=8.9_theta=67.0_cx=0_cy=0_cz=0.log,,,
5.8,8.4,68.5,-16.0,32.0,-25.44588316045701,-3.8929986213333923,-4.414971479447559,1,Done,naphthalene_A1=-16_A2=32_a=5.8_b=8.4_theta=68.5_cx=0_cy=0_cz=0.log,,,
5.8,8.7,65.0,-19.0,32.0,-23.62063603848219,-3.461538433097304,-4.174389793071897,2,Done,naphthalene_A1=-19_A2=32_a=5.8_b=8.7_theta=65.0_cx=0_cy=0_cz=0.log,,,
5.6,8.8,68.0,-17.0,32.0,-25.21138518385123,-4.127266929659527,-4.239212831133045,2,Done,naphthalene_A1=-17_A2=32_a=5.6_b=8.8_theta=68.0_cx=0_cy=0_cz=0.log,,,
5.8,8.7,66.0,-18.0,32.0,-24.352195981424302,-3.604077957046683,-4.2860100168327335,2,Done,naphthalene_A1=-18_A2=32_a=5.8_b=8.7_theta=66.0_cx=0_cy=0_cz=0.log,,,
5.8,8.4,69.0,-16.0,32.0,-25.666227022069503,-3.9272970628808253,-4.452908224076964,1,Done,naphthalene_A1=-16_A2=32_a=5.8_b=8.4_theta=69.0_cx=0_cy=0_cz=0.log,,,
5.8,8.8,64.0,-19.0,32.0,-23.315771600231532,-3.3494927574647586,-4.154196521325503,2,Done,naphthalene_A1=-19_A2=32_a=5.8_b=8.8_theta=64.0_cx=0_cy=0_cz=0.log,,,
5.7,8.6,67.0,-17.0,32.0,-24.79964951740112,-3.931874748377595,-4.233975005161483,2,Done,naphthalene_A1=-17_A2=32_a=5.7_b=8.6_theta=67.0_cx=0_cy=0_cz=0.log,,,
5.8,8.7,66.5,-18.0,32.0,-24.566673879628077,-3.655282773077488,-4.3140270833682735,2,Done,naphthalene_A1=-18_A2=32_a=5.8_b=8.7_theta=66.5_cx=0_cy=0_cz=0.log,,,
5.8,8.8,64.5,-19.0,32.0,-23.55359035986476,-3.4058732759440318,-4.185460951994173,2,Done,naphthalene_A1=-19_A2=32_a=5.8_b=8.8_theta=64.5_cx=0_cy=0_cz=0.log,,,
5.8,8.4,69.5,-16.0,32.0,-25.863410744350404,-3.9572079545469023,-4.48724870881415,1,Done,naphthalene_A1=-16_A2=32_a=5.8_b=8.4_theta=69.5_cx=0_cy=0_cz=0.log,,,
5.7,8.6,67.5,-17.0,32.0,-25.03801044612193,-3.969875499024056,-4.274564862018451,2,Done,naphthalene_A1=-17_A2=32_a=5.7_b=8.6_theta=67.5_cx=0_cy=0_cz=0.log,,,
5.8,8.7,67.0,-18.0,32.0,-24.7662722603418,-3.7044883422204284,-4.339323893975234,2,Done,naphthalene_A1=-18_A2=32_a=5.8_b=8.7_theta=67.0_cx=0_cy=0_cz=0.log,,,
5.8,8.8,65.0,-19.0,32.0,-23.780246971989985,-3.4615384330973034,-4.214292526448843,2,Done,naphthalene_A1=-19_A2=32_a=5.8_b=8.8_theta=65.0_cx=0_cy=0_cz=0.log,,,
5.7,8.6,68.0,-17.0,32.0,-25.25473984947893,-4.003811239730567,-4.311779342504451,2,Done,naphthalene_A1=-17_A2=32_a=5.7_b=8.6_theta=68.0_cx=0_cy=0_cz=0.log,,,
5.8,8.5,69.5,-16.0,32.0,-25.948455919628028,-3.9572079545469023,-4.508510002633557,1,Done,naphthalene_A1=-16_A2=32_a=5.8_b=8.5_theta=69.5_cx=0_cy=0_cz=0.log,,,
5.8,8.8,67.0,-18.0,32.0,-24.73777326627169,-3.7044883422204284,-4.332199145457707,2,Done,naphthalene_A1=-18_A2=32_a=5.8_b=8.8_theta=67.0_cx=0_cy=0_cz=0.log,,,
5.9,8.6,65.0,-19.0,32.0,-23.5078222907614,-3.2337322227540426,-4.260089461313328,2,Done,naphthalene_A1=-19_A2=32_a=5.9_b=8.6_theta=65.0_cx=0_cy=0_cz=0.log,,,
5.7,8.7,68.0,-17.0,32.0,-25.328926591901112,-4.003811239730567,-4.330326028109994,2,Done,naphthalene_A1=-17_A2=32_a=5.7_b=8.7_theta=68.0_cx=0_cy=0_cz=0.log,,,
5.8,8.6,69.5,-16.0,32.0,-25.90290120360441,-3.9572079545469023,-4.4971213236276535,1,Done,naphthalene_A1=-16_A2=32_a=5.8_b=8.6_theta=69.5_cx=0_cy=0_cz=0.log,,,
5.8,8.9,67.0,-18.0,32.0,-24.608905302593485,-3.704488342220429,-4.2999821545381565,2,Done,naphthalene_A1=-18_A2=32_a=5.8_b=8.9_theta=67.0_cx=0_cy=0_cz=0.log,,,
5.9,8.7,65.0,-19.0,32.0,-23.6875009938376,-3.2337322227540426,-4.3050091370823775,2,Done,naphthalene_A1=-19_A2=32_a=5.9_b=8.7_theta=65.0_cx=0_cy=0_cz=0.log,,,
5.7,8.8,68.0,-17.0,32.0,-25.28508623316884,-4.003811239730567,-4.319365938426927,2,Done,naphthalene_A1=-17_A2=32_a=5.7_b=8.8_theta=68.0_cx=0_cy=0_cz=0.log,,,
5.6,8.7,67.5,-18.0,32.0,-24.729185164207593,-4.090460330597125,-4.1370661257533365,2,Done,naphthalene_A1=-18_A2=32_a=5.6_b=8.7_theta=67.5_cx=0_cy=0_cz=0.log,,,
5.9,8.4,68.5,-16.0,32.0,-25.457582456991076,-3.694386686256621,-4.51720227111946,1,Done,naphthalene_A1=-16_A2=32_a=5.9_b=8.4_theta=68.5_cx=0_cy=0_cz=0.log,,,
5.9,8.8,64.0,-19.0,32.0,-23.34650703996886,-3.121146888588556,-4.2760533156979355,2,Done,naphthalene_A1=-19_A2=32_a=5.9_b=8.8_theta=64.0_cx=0_cy=0_cz=0.log,,,
5.8,8.6,67.0,-17.0,32.0,-24.90348736208398,-3.737232441548258,-4.357255619746867,2,Done,naphthalene_A1=-17_A2=32_a=5.8_b=8.6_theta=67.0_cx=0_cy=0_cz=0.log,,,
5.6,8.8,67.5,-18.0,32.0,-24.8703146732878,-4.090460330597125,-4.172348503023386,2,Done,naphthalene_A1=-18_A2=32_a=5.6_b=8.8_theta=67.5_cx=0_cy=0_cz=0.log,,,
5.9,8.4,69.0,-16.0,32.0,-25.650259402464147,-3.735976166441105,-4.544576767395483,1,Done,naphthalene_A1=-16_A2=32_a=5.9_b=8.4_theta=69.0_cx=0_cy=0_cz=0.log,,,
5.9,8.8,64.5,-19.0,32.0,-23.544808984966952,-3.177618395944592,-4.297393048269441,2,Done,naphthalene_A1=-19_A2=32_a=5.9_b=8.8_theta=64.5_cx=0_cy=0_cz=0.log,,,
5.8,8.6,67.5,-17.0,32.0,-25.11339698708616,-3.7831523682689294,-4.386773062637077,2,Done,naphthalene_A1=-17_A2=32_a=5.8_b=8.6_theta=67.5_cx=0_cy=0_cz=0.log,,,
5.6,8.9,67.5,-18.0,32.0,-24.88899439119268,-4.090460330597125,-4.177018432499608,2,Done,naphthalene_A1=-18_A2=32_a=5.6_b=8.9_theta=67.5_cx=0_cy=0_cz=0.log,,,
5.9,8.4,69.5,-16.0,32.0,-25.824042022111826,-3.774527870933525,-4.568746570061193,1,Done,naphthalene_A1=-16_A2=32_a=5.9_b=8.4_theta=69.5_cx=0_cy=0_cz=0.log,,,
5.9,8.8,65.0,-19.0,32.0,-23.73379366169684,-3.2337322227540426,-4.316582304047188,2,Done,naphthalene_A1=-19_A2=32_a=5.9_b=8.8_theta=65.0_cx=0_cy=0_cz=0.log,,,
5.8,8.6,68.0,-17.0,32.0,-25.30574888258707,-3.826288660755381,-4.4132928902690765,2,Done,naphthalene_A1=-17_A2=32_a=5.8_b=8.6_theta=68.0_cx=0_cy=0_cz=0.log,,,
