R1,R2,heri,R3t,R3p,glide,phi1,phi2,FF
5.0,1.0,58.0,-1.9,-1.6,b,10.0,-10.0,-131.92791103151242
5.0,1.0,58.0,-1.9,-1.6,b,-130.0,140.0,-135.9235765035742
5.0,1.0,58.0,-1.9,-1.6,b,0.0,140.0,-68.99863490852603
5.0,1.0,58.0,-1.9,-1.6,b,-105.0,160.0,-81.15288922187048
5.0,1.0,58.0,-1.9,-1.5,b,-20.0,-35.0,-10.49762854358581
5.0,1.0,58.0,-1.9,-1.5,b,-125.0,-15.0,-49.21954502348278
5.0,1.0,58.0,-1.9,-1.5,b,10.0,-10.0,-133.31703377948125
5.0,1.0,58.0,-1.9,-1.5,b,-135.0,135.0,-134.90892741245764
5.0,1.0,58.0,-1.9,-1.5,b,0.0,140.0,-70.63297215504625
5.0,1.0,58.0,-1.9,-1.5,b,-105.0,160.0,-80.94104993319947
5.0,1.0,58.0,-1.9,-1.4,b,-20.0,-35.0,-28.35250082092801
5.0,1.0,58.0,-1.9,-1.4,b,-125.0,-15.0,-52.81174788898166
5.0,1.0,58.0,-1.9,-1.4,b,5.0,-15.0,-134.64850230859838
5.0,1.0,58.0,-1.9,-1.4,b,-135.0,135.0,-133.51335521237152
5.0,1.0,58.0,-1.9,-1.4,b,-5.0,140.0,-72.12684856467612
5.0,1.0,58.0,-1.9,-1.4,b,-105.0,160.0,-80.18010677570346
5.0,1.0,58.0,-1.9,-1.3,b,-20.0,-35.0,-44.24464918705263
5.0,1.0,58.0,-1.9,-1.3,b,-120.0,-15.0,-54.87278215420089
5.0,1.0,58.0,-1.9,-1.3,b,5.0,-15.0,-135.54819628758742
5.0,1.0,58.0,-1.9,-1.3,b,-135.0,135.0,-130.51169682595688
5.0,1.0,58.0,-1.9,-1.3,b,-5.0,140.0,-73.38474753920744
5.0,1.0,58.0,-1.9,-1.3,b,-130.0,145.0,-130.3018695863696
5.0,1.0,58.0,-1.9,-1.3,b,-115.0,155.0,-104.55740204655444
5.0,1.0,58.0,-1.9,-1.3,b,-105.0,160.0,-79.12797145584577
5.0,1.0,58.0,-1.9,-1.2,b,-20.0,-35.0,-57.63970431160891
5.0,1.0,58.0,-1.9,-1.2,b,-120.0,-15.0,-56.621493979711474
5.0,1.0,58.0,-1.9,-1.2,b,5.0,-15.0,-135.9328252833184
5.0,1.0,58.0,-1.9,-1.2,b,-135.0,135.0,-125.86637554502396
5.0,1.0,58.0,-1.9,-1.2,b,-5.0,140.0,-73.8243437284162
5.0,1.0,58.0,-1.9,-1.2,b,-130.0,145.0,-127.21073985140788
5.0,1.0,58.0,-1.9,-1.2,b,-115.0,155.0,-103.33827837564247
5.0,1.0,58.0,-1.9,-1.2,b,-105.0,160.0,-78.01247722582069
5.0,1.0,58.0,-1.9,-1.1,b,-20.0,-35.0,-68.37518656215272
5.0,1.0,58.0,-1.9,-1.1,b,-120.0,-15.0,-57.49462402881168
5.0,1.0,58.0,-1.9,-1.1,b,5.0,-15.0,-135.86957762023948
5.0,1.0,58.0,-1.9,-1.1,b,-135.0,135.0,-119.61332563341378
5.0,1.0,58.0,-1.9,-1.1,b,-5.0,140.0,-73.74020810672178
5.0,1.0,58.0,-1.9,-1.1,b,-130.0,145.0,-122.59203839727913
5.0,1.0,58.0,-1.9,-1.1,b,-115.0,155.0,-102.0545225929848
5.0,1.0,58.0,-1.9,-1.1,b,-105.0,160.0,-77.03464198927671
5.0,1.0,58.0,-1.9,-1.0,b,-20.0,-35.0,-76.5611937113287
5.0,1.0,58.0,-1.9,-1.0,b,-120.0,-15.0,-57.73842247885604
5.0,1.0,58.0,-1.9,-1.0,b,5.0,-15.0,-135.43385302997208
5.0,1.0,58.0,-1.9,-1.0,b,-135.0,135.0,-111.87693355458477
5.0,1.0,58.0,-1.9,-1.0,b,-5.0,140.0,-73.3673634125979
5.0,1.0,58.0,-1.9,-1.0,b,-130.0,145.0,-116.36285145129268
5.0,1.0,58.0,-1.9,-1.0,b,-115.0,155.0,-100.79072607072416
5.0,1.0,58.0,-1.9,-1.0,b,-105.0,160.0,-76.36551610059604
5.0,1.0,58.0,-1.9,-0.9,b,-120.0,-15.0,-57.603468409295445
5.0,1.0,58.0,-1.9,-0.9,b,5.0,-15.0,-134.70014581169735
5.0,1.0,58.0,-1.9,-0.9,b,-135.0,135.0,-102.88731182712375
5.0,1.0,58.0,-1.9,-0.9,b,-5.0,140.0,-72.8808597887587
5.0,1.0,58.0,-1.9,-0.9,b,-130.0,145.0,-108.55615540631575
5.0,1.0,58.0,-1.9,-0.9,b,-115.0,155.0,-99.62623711114156
5.0,1.0,58.0,-1.9,-0.9,b,-105.0,160.0,-76.13838946115085
5.0,1.0,58.0,-1.9,-0.8,b,-75.0,-50.0,-6.136376320946173
5.0,1.0,58.0,-1.9,-0.8,b,-120.0,-15.0,-57.32431165659446
5.0,1.0,58.0,-1.9,-0.8,b,5.0,-15.0,-133.73659606636272
5.0,1.0,58.0,-1.9,-0.8,b,-135.0,135.0,-92.99639059901338
5.0,1.0,58.0,-1.9,-0.8,b,-5.0,140.0,-72.39911222086266
5.0,1.0,58.0,-1.9,-0.8,b,-130.0,145.0,-99.37350754521698
5.0,1.0,58.0,-1.9,-0.8,b,-115.0,155.0,-98.6340361743964
5.0,1.0,58.0,-1.9,-0.8,b,-105.0,160.0,-76.43942761889193
5.0,1.0,58.0,-1.9,-0.7,b,-75.0,-50.0,-25.44316990713013
5.0,1.0,58.0,-1.9,-0.7,b,-120.0,-15.0,-57.09910290348336
5.0,1.0,58.0,-1.9,-0.7,b,5.0,-15.0,-132.60236758727166
5.0,1.0,58.0,-1.9,-0.7,b,-135.0,135.0,-82.6857679191826
5.0,1.0,58.0,-1.9,-0.7,b,-5.0,140.0,-71.99022037672624
5.0,1.0,58.0,-1.9,-0.7,b,-125.0,150.0,-89.5714647705964
5.0,1.0,58.0,-1.9,-0.7,b,-115.0,155.0,-97.88320106075838
5.0,1.0,58.0,-1.9,-0.7,b,-105.0,160.0,-77.30055486550812
5.0,1.0,58.0,-1.9,-0.6,b,-75.0,-50.0,-35.72656891716412
5.0,1.0,58.0,-1.9,-0.6,b,-120.0,-15.0,-57.07018582756201
5.0,1.0,58.0,-1.9,-0.6,b,5.0,-15.0,-131.34694513270207
5.0,1.0,58.0,-1.9,-0.6,b,-135.0,135.0,-72.55505878529077
5.0,1.0,58.0,-1.9,-0.6,b,-5.0,140.0,-71.68071197410771
5.0,1.0,58.0,-1.9,-0.6,b,-125.0,150.0,-82.40888145713842
5.0,1.0,58.0,-1.9,-0.6,b,-115.0,155.0,-97.44210391782634
5.0,1.0,58.0,-1.9,-0.6,b,-105.0,160.0,-78.69800539417558
5.0,1.0,58.0,-1.9,-0.5,b,-75.0,-50.0,-40.34090609869408
5.0,1.0,58.0,-1.9,-0.5,b,-50.0,-50.0,-11.446268066819842
5.0,1.0,58.0,-1.9,-0.5,b,-120.0,-15.0,-57.3085141963719
5.0,1.0,58.0,-1.9,-0.5,b,5.0,-15.0,-130.01056879276558
5.0,1.0,58.0,-1.9,-0.5,b,-135.0,135.0,-63.27683108307241
5.0,1.0,58.0,-1.9,-0.5,b,-5.0,140.0,-71.46589031168828
5.0,1.0,58.0,-1.9,-0.5,b,-125.0,150.0,-75.61076987086463
5.0,1.0,58.0,-1.9,-0.5,b,-115.0,155.0,-97.37816636772588
5.0,1.0,58.0,-1.9,-0.5,b,-105.0,160.0,-80.55827482495172
5.0,1.0,58.0,-1.9,-0.4,b,-65.0,-55.0,-51.74090964006855
5.0,1.0,58.0,-1.9,-0.4,b,-40.0,-50.0,-0.1523767262048103
5.0,1.0,58.0,-1.9,-0.4,b,-15.0,-35.0,-111.2093415370093
5.0,1.0,58.0,-1.9,-0.4,b,-120.0,-15.0,-57.805424591132514
5.0,1.0,58.0,-1.9,-0.4,b,5.0,-15.0,-128.62522107418326
5.0,1.0,58.0,-1.9,-0.4,b,-135.0,135.0,-55.50624811274767
5.0,1.0,58.0,-1.9,-0.4,b,-5.0,140.0,-71.3206294188511
5.0,1.0,58.0,-1.9,-0.4,b,-125.0,150.0,-69.78899882593254
5.0,1.0,58.0,-1.9,-0.4,b,-115.0,155.0,-97.75085723247749
5.0,1.0,58.0,-1.9,-0.3,b,-60.0,-55.0,-65.86215383272729
5.0,1.0,58.0,-1.9,-0.3,b,-15.0,-35.0,-111.10693156774845
5.0,1.0,58.0,-1.9,-0.3,b,-120.0,-15.0,-58.47444801877748
5.0,1.0,58.0,-1.9,-0.3,b,5.0,-15.0,-127.2157824263171
5.0,1.0,58.0,-1.9,-0.3,b,-135.0,135.0,-49.74221554996858
5.0,1.0,58.0,-1.9,-0.3,b,-5.0,140.0,-71.20935531096357
5.0,1.0,58.0,-1.9,-0.3,b,-115.0,155.0,-98.59770228969296
5.0,1.0,58.0,-1.9,-0.2,b,-60.0,-55.0,-75.8864974118199
5.0,1.0,58.0,-1.9,-0.2,b,-120.0,-15.0,-59.163866254429415
5.0,1.0,58.0,-1.9,-0.2,b,5.0,-15.0,-125.80113908888084
5.0,1.0,58.0,-1.9,-0.2,b,-135.0,135.0,-46.15027403354515
5.0,1.0,58.0,-1.9,-0.2,b,-5.0,140.0,-71.0941836660596
5.0,1.0,58.0,-1.9,-0.2,b,-115.0,155.0,-99.9170982774454
5.0,1.0,58.0,-1.9,-0.1,b,-55.0,-55.0,-83.81626148749238
5.0,1.0,58.0,-1.9,-0.1,b,-120.0,-15.0,-59.67845602843289
5.0,1.0,58.0,-1.9,-0.1,b,5.0,-15.0,-124.39515181988132
5.0,1.0,58.0,-1.9,-0.1,b,-135.0,135.0,-44.36892075381705
5.0,1.0,58.0,-1.9,-0.1,b,0.0,135.0,-71.03967970589251
5.0,1.0,58.0,-1.9,-0.1,b,-110.0,155.0,-104.68403461992624
5.0,1.0,58.0,-1.9,0.0,b,-55.0,-55.0,-88.04240331967357
5.0,1.0,58.0,-1.9,0.0,b,-115.0,-20.0,-61.148667781518434
5.0,1.0,58.0,-1.9,0.0,b,5.0,-15.0,-123.00747536862552
5.0,1.0,58.0,-1.9,0.0,b,-135.0,135.0,-43.32139412462688
5.0,1.0,58.0,-1.9,0.0,b,0.0,135.0,-71.38327159763158
5.0,1.0,58.0,-1.9,0.0,b,-110.0,155.0,-110.18696351927812
5.0,1.0,58.0,-1.9,0.1,b,-55.0,-55.0,-89.8401128773929
5.0,1.0,58.0,-1.9,0.1,b,-115.0,-20.0,-62.70088306889296
5.0,1.0,58.0,-1.9,0.1,b,5.0,-15.0,-121.64426184210842
5.0,1.0,58.0,-1.9,0.1,b,-135.0,135.0,-41.038430523474354
5.0,1.0,58.0,-1.9,0.1,b,0.0,135.0,-71.57530445337036
5.0,1.0,58.0,-1.9,0.1,b,-110.0,155.0,-114.86327257460512
5.0,1.0,58.0,-1.9,0.2,b,-50.0,-55.0,-90.56955888680028
5.0,1.0,58.0,-1.9,0.2,b,-20.0,-40.0,-104.65574119147692
5.0,1.0,58.0,-1.9,0.2,b,-115.0,-20.0,-63.98334144678552
5.0,1.0,58.0,-1.9,0.2,b,5.0,-15.0,-120.30879410241228
5.0,1.0,58.0,-1.9,0.2,b,0.0,135.0,-71.59552953741452
5.0,1.0,58.0,-1.9,0.2,b,-110.0,155.0,-118.70971931330732
5.0,1.0,58.0,-1.9,0.3,b,-50.0,-55.0,-90.69427832673718
5.0,1.0,58.0,-1.9,0.3,b,-115.0,-20.0,-64.89829127627544
5.0,1.0,58.0,-1.9,0.3,b,5.0,-15.0,-119.00208707590214
5.0,1.0,58.0,-1.9,0.3,b,0.0,135.0,-71.43766345286146
5.0,1.0,58.0,-1.9,0.3,b,-110.0,155.0,-121.73644571449952
5.0,1.0,58.0,-1.9,0.3,b,-50.0,160.0,-3.0786047950024646
5.0,1.0,58.0,-1.9,0.3,b,-90.0,165.0,-42.24970925479453
5.0,1.0,58.0,-1.9,0.4,b,-50.0,-55.0,-90.155525814114
5.0,1.0,58.0,-1.9,0.4,b,-15.0,-35.0,-101.39028068769596
5.0,1.0,58.0,-1.9,0.4,b,-115.0,-25.0,-66.77126566240867
5.0,1.0,58.0,-1.9,0.4,b,10.0,-15.0,-117.73522232140994
5.0,1.0,58.0,-1.9,0.4,b,-5.0,135.0,-71.12983202110642
5.0,1.0,58.0,-1.9,0.4,b,-110.0,155.0,-123.96716819570072
5.0,1.0,58.0,-1.9,0.4,b,-50.0,160.0,-10.010926228694114
5.0,1.0,58.0,-1.9,0.4,b,-85.0,165.0,-54.01293815835498
5.0,1.0,58.0,-1.9,0.5,b,-50.0,-55.0,-89.35338590953553
5.0,1.0,58.0,-1.9,0.5,b,-15.0,-35.0,-99.8552198031672
5.0,1.0,58.0,-1.9,0.5,b,-115.0,-25.0,-69.73800195628895
5.0,1.0,58.0,-1.9,0.5,b,10.0,-15.0,-116.51195162659202
5.0,1.0,58.0,-1.9,0.5,b,-5.0,135.0,-71.3912707578994
5.0,1.0,58.0,-1.9,0.5,b,-110.0,155.0,-125.4442686153139
5.0,1.0,58.0,-1.9,0.5,b,-55.0,160.0,-18.24780849660433
5.0,1.0,58.0,-1.9,0.5,b,-85.0,165.0,-61.747675361319935
5.0,1.0,58.0,-1.9,0.6,b,-50.0,-55.0,-88.51212160842078
5.0,1.0,58.0,-1.9,0.6,b,-15.0,-35.0,-98.38369263605628
5.0,1.0,58.0,-1.9,0.6,b,-115.0,-25.0,-71.75161609195963
5.0,1.0,58.0,-1.9,0.6,b,10.0,-15.0,-115.31337958530864
5.0,1.0,58.0,-1.9,0.6,b,0.0,130.0,-71.5282370732323
5.0,1.0,58.0,-1.9,0.6,b,-110.0,155.0,-126.2346325301168
5.0,1.0,58.0,-1.9,0.6,b,-50.0,155.0,-27.99981490748453
5.0,1.0,58.0,-1.9,0.6,b,-100.0,160.0,-101.74660191355544
5.0,1.0,58.0,-1.9,0.6,b,-85.0,165.0,-66.23869885654142
5.0,1.0,58.0,-1.9,0.7,b,-50.0,-55.0,-87.74082554593483
5.0,1.0,58.0,-1.9,0.7,b,-110.0,-30.0,-75.77223665080791
5.0,1.0,58.0,-1.9,0.7,b,10.0,-15.0,-114.13512059763627
5.0,1.0,58.0,-1.9,0.7,b,0.0,130.0,-71.58993388743133
5.0,1.0,58.0,-1.9,0.7,b,-110.0,155.0,-126.43314146143646
5.0,1.0,58.0,-1.9,0.7,b,-50.0,155.0,-34.8662770642926
5.0,1.0,58.0,-1.9,0.7,b,-100.0,160.0,-103.68354460691296
5.0,1.0,58.0,-1.9,0.8,b,-50.0,-55.0,-87.07415617195451
5.0,1.0,58.0,-1.9,0.8,b,-35.0,-50.0,-77.68566298577107
5.0,1.0,58.0,-1.9,0.8,b,-110.0,-30.0,-79.00315963801773
5.0,1.0,58.0,-1.9,0.8,b,10.0,-15.0,-112.97331246584284
5.0,1.0,58.0,-1.9,0.8,b,0.0,130.0,-71.09954230314148
5.0,1.0,58.0,-1.9,0.8,b,-110.0,155.0,-126.16177333747142
5.0,1.0,58.0,-1.9,0.8,b,-50.0,155.0,-38.630562044537896
5.0,1.0,58.0,-1.9,0.8,b,-100.0,160.0,-104.59582900666484
5.0,1.0,58.0,-1.9,0.9,b,-50.0,-55.0,-86.50117053132311
5.0,1.0,58.0,-1.9,0.9,b,-35.0,-50.0,-76.85962681491519
5.0,1.0,58.0,-1.9,0.9,b,-110.0,-30.0,-81.44041961343342
5.0,1.0,58.0,-1.9,0.9,b,10.0,-15.0,-111.82498108933667
5.0,1.0,58.0,-1.9,0.9,b,0.0,130.0,-70.18946481570612
5.0,1.0,58.0,-1.9,0.9,b,-110.0,155.0,-125.5630404281605
5.0,1.0,58.0,-1.9,0.9,b,-50.0,155.0,-40.41762277872039
5.0,1.0,58.0,-1.9,0.9,b,-100.0,160.0,-104.91303110148634
5.0,1.0,58.0,-1.9,1.0,b,-50.0,-55.0,-85.9864710585762
5.0,1.0,58.0,-1.9,1.0,b,-35.0,-50.0,-76.25484366067653
5.0,1.0,58.0,-1.9,1.0,b,-110.0,-30.0,-83.26738387265775
5.0,1.0,58.0,-1.9,1.0,b,10.0,-15.0,-110.68821893401064
5.0,1.0,58.0,-1.9,1.0,b,0.0,130.0,-68.98287260446908
5.0,1.0,58.0,-1.9,1.0,b,-110.0,155.0,-124.787156321372
5.0,1.0,58.0,-1.9,1.0,b,-50.0,155.0,-40.99566120753882
5.0,1.0,58.0,-1.9,1.0,b,-100.0,160.0,-104.9434746352192
5.0,1.0,58.0,-1.9,1.1,b,-65.0,-60.0,-83.66038836195804
5.0,1.0,58.0,-1.9,1.1,b,-50.0,-55.0,-85.48569432931816
5.0,1.0,58.0,-1.9,1.1,b,-35.0,-50.0,-75.80620391394154
5.0,1.0,58.0,-1.9,1.1,b,-110.0,-30.0,-84.62412169853394
5.0,1.0,58.0,-1.9,1.1,b,10.0,-15.0,-109.56219750718046
5.0,1.0,58.0,-1.9,1.1,b,0.0,130.0,-67.59631459965438
5.0,1.0,58.0,-1.9,1.1,b,-110.0,155.0,-123.97317654215928
5.0,1.0,58.0,-1.9,1.1,b,-100.0,160.0,-104.89848597289686
5.0,1.0,58.0,-1.9,1.2,b,-65.0,-60.0,-85.25686240804885
5.0,1.0,58.0,-1.9,1.2,b,-50.0,-55.0,-84.95629093931721
5.0,1.0,58.0,-1.9,1.2,b,-35.0,-50.0,-75.43979448808753
5.0,1.0,58.0,-1.9,1.2,b,-20.0,-40.0,-90.75518508113488
5.0,1.0,58.0,-1.9,1.2,b,-110.0,-35.0,-85.61252635804418
5.0,1.0,58.0,-1.9,1.2,b,10.0,-15.0,-108.4470520084434
5.0,1.0,58.0,-1.9,1.2,b,0.0,130.0,-66.13997790755508
5.0,1.0,58.0,-1.9,1.2,b,-110.0,155.0,-123.22554259152028
5.0,1.0,58.0,-1.9,1.2,b,-100.0,160.0,-104.9097939272045
5.0,1.0,58.0,-1.9,1.3,b,-65.0,-60.0,-86.29725043305834
5.0,1.0,58.0,-1.9,1.3,b,-50.0,-55.0,-84.36418747028385
5.0,1.0,58.0,-1.9,1.3,b,-35.0,-50.0,-75.085649513558
5.0,1.0,58.0,-1.9,1.3,b,-20.0,-40.0,-89.70338449934107
5.0,1.0,58.0,-1.9,1.3,b,-110.0,-35.0,-87.10397528679637
5.0,1.0,58.0,-1.9,1.3,b,10.0,-15.0,-107.34368420103762
5.0,1.0,58.0,-1.9,1.3,b,0.0,130.0,-64.71499281329427
5.0,1.0,58.0,-1.9,1.3,b,-110.0,155.0,-122.5887698561349
5.0,1.0,58.0,-1.9,1.3,b,-100.0,160.0,-105.04407829822458
5.0,1.0,58.0,-1.9,1.4,b,-65.0,-60.0,-86.83505073273668
5.0,1.0,58.0,-1.9,1.4,b,-50.0,-55.0,-83.68695008841803
5.0,1.0,58.0,-1.9,1.4,b,-20.0,-40.0,-88.65262711513319
5.0,1.0,58.0,-1.9,1.4,b,-110.0,-35.0,-87.84015440920517
5.0,1.0,58.0,-1.9,1.4,b,10.0,-15.0,-106.25352828504316
5.0,1.0,58.0,-1.9,1.4,b,0.0,130.0,-63.40823054453608
5.0,1.0,58.0,-1.9,1.4,b,-110.0,155.0,-122.02395145768416
5.0,1.0,58.0,-1.9,1.4,b,-100.0,160.0,-105.3171953252394
5.0,1.0,58.0,-1.9,1.5,b,-60.0,-60.0,-86.98373591100034
5.0,1.0,58.0,-1.9,1.5,b,-105.0,-40.0,-88.66618949169639
5.0,1.0,58.0,-1.9,1.5,b,-20.0,-40.0,-87.59445114356923
5.0,1.0,58.0,-1.9,1.5,b,10.0,-15.0,-105.17831687320172
5.0,1.0,58.0,-1.9,1.5,b,0.0,130.0,-62.28597692557824
5.0,1.0,58.0,-1.9,1.5,b,-110.0,155.0,-121.39079614704735
5.0,1.0,58.0,-1.9,1.5,b,-100.0,160.0,-105.7088324716981
5.0,1.0,58.0,-1.9,1.6,b,-60.0,-60.0,-86.89956069687238
5.0,1.0,58.0,-1.9,1.6,b,-105.0,-40.0,-89.4952114221979
5.0,1.0,58.0,-1.9,1.6,b,-20.0,-40.0,-86.52521080479372
5.0,1.0,58.0,-1.9,1.6,b,10.0,-15.0,-104.1198733203464
5.0,1.0,58.0,-1.9,1.6,b,0.0,130.0,-61.38842277666664
5.0,1.0,58.0,-1.9,1.6,b,-110.0,155.0,-120.4379650319905
5.0,1.0,58.0,-1.9,1.6,b,-100.0,160.0,-106.17693310505892
5.0,1.0,58.0,-1.9,1.7,b,-60.0,-60.0,-86.50375571165965
5.0,1.0,58.0,-1.9,1.7,b,-105.0,-40.0,-90.04287863790715
5.0,1.0,58.0,-1.9,1.7,b,-20.0,-40.0,-85.44522067230955
5.0,1.0,58.0,-1.9,1.7,b,5.0,-30.0,-99.02504922600492
5.0,1.0,58.0,-1.9,1.7,b,10.0,-15.0,-103.07994546437052
5.0,1.0,58.0,-1.9,1.7,b,0.0,130.0,-60.72686511802982
5.0,1.0,58.0,-1.9,1.7,b,-110.0,155.0,-118.80302705023055
5.0,1.0,58.0,-1.9,1.7,b,-100.0,160.0,-106.6705611358399
5.0,1.0,58.0,-1.9,1.8,b,-60.0,-60.0,-85.85495823399228
5.0,1.0,58.0,-1.9,1.8,b,-105.0,-40.0,-90.36985954085976
5.0,1.0,58.0,-1.9,1.8,b,-20.0,-40.0,-84.35767775196615
5.0,1.0,58.0,-1.9,1.8,b,0.0,-40.0,-94.29609164847224
5.0,1.0,58.0,-1.9,1.8,b,5.0,-30.0,-98.11022578791224
5.0,1.0,58.0,-1.9,1.8,b,10.0,-15.0,-102.06008622108504
5.0,1.0,58.0,-1.9,1.8,b,0.0,130.0,-60.28482012651619
5.0,1.0,58.0,-1.9,1.8,b,-110.0,155.0,-116.02239149909454
5.0,1.0,58.0,-1.9,1.8,b,-100.0,160.0,-107.1399688175368
5.0,1.0,58.0,-1.9,1.9,b,-60.0,-60.0,-85.01045415602385
5.0,1.0,58.0,-1.9,1.9,b,-105.0,-40.0,-90.5036189360449
5.0,1.0,58.0,-1.9,1.9,b,-20.0,-40.0,-83.26757514904565
5.0,1.0,58.0,-1.9,1.9,b,0.0,-40.0,-94.52826875625392
5.0,1.0,58.0,-1.9,1.9,b,5.0,-30.0,-97.10646765951672
5.0,1.0,58.0,-1.9,1.9,b,10.0,-15.0,-101.06157938137208
5.0,1.0,58.0,-1.9,1.9,b,0.0,130.0,-60.0231298679984
5.0,1.0,58.0,-1.9,1.9,b,-110.0,155.0,-111.5520088675512
5.0,1.0,58.0,-1.9,1.9,b,-100.0,160.0,-107.54322719660028
5.0,1.0,58.0,-1.9,2.0,b,-15.0,-70.0,-13.61625813722134
5.0,1.0,58.0,-1.9,2.0,b,-60.0,-60.0,-84.02251304866036
5.0,1.0,58.0,-1.9,2.0,b,-40.0,-55.0,-77.83299211448693
5.0,1.0,58.0,-1.9,2.0,b,-105.0,-40.0,-90.45007571571672
5.0,1.0,58.0,-1.9,2.0,b,-20.0,-40.0,-82.18074934413042
5.0,1.0,58.0,-1.9,2.0,b,0.0,-40.0,-94.30475790231904
5.0,1.0,58.0,-1.9,2.0,b,5.0,-30.0,-96.0434289560769
5.0,1.0,58.0,-1.9,2.0,b,10.0,-15.0,-100.08540453982404
5.0,1.0,58.0,-1.9,2.0,b,0.0,130.0,-59.88801223399008
5.0,1.0,58.0,-1.9,2.0,b,-105.0,155.0,-108.31718050944484
5.0,1.0,58.0,-1.8,-2.0,b,-125.0,-10.0,-7.642230642036753
5.0,1.0,58.0,-1.8,-2.0,b,10.0,-10.0,-121.867470095666
5.0,1.0,58.0,-1.8,-2.0,b,-130.0,140.0,-128.37826742709217
5.0,1.0,58.0,-1.8,-2.0,b,0.0,140.0,-46.24644984797093
5.0,1.0,58.0,-1.8,-1.9,b,-125.0,-10.0,-15.77281469582686
5.0,1.0,58.0,-1.8,-1.9,b,10.0,-10.0,-124.1579642844814
5.0,1.0,58.0,-1.8,-1.9,b,-130.0,140.0,-131.38553648029557
5.0,1.0,58.0,-1.8,-1.9,b,0.0,140.0,-52.47338824025195
5.0,1.0,58.0,-1.8,-1.8,b,-125.0,-10.0,-24.14151635501744
5.0,1.0,58.0,-1.8,-1.8,b,10.0,-10.0,-126.67183431596492
5.0,1.0,58.0,-1.8,-1.8,b,-130.0,140.0,-134.0482999579765
5.0,1.0,58.0,-1.8,-1.8,b,0.0,140.0,-57.88712107355748
5.0,1.0,58.0,-1.8,-1.7,b,-125.0,-10.0,-32.07328094341667
5.0,1.0,58.0,-1.8,-1.7,b,10.0,-10.0,-129.15092364860374
5.0,1.0,58.0,-1.8,-1.7,b,-130.0,140.0,-136.156775515021
5.0,1.0,58.0,-1.8,-1.7,b,0.0,140.0,-62.32309986080421
5.0,1.0,58.0,-1.8,-1.6,b,-125.0,-10.0,-39.07156264471272
5.0,1.0,58.0,-1.8,-1.6,b,10.0,-10.0,-131.38872741644
5.0,1.0,58.0,-1.8,-1.6,b,-130.0,140.0,-137.48063361457815
5.0,1.0,58.0,-1.8,-1.6,b,0.0,140.0,-65.74685633729221
5.0,1.0,58.0,-1.8,-1.5,b,-125.0,-10.0,-44.83687607099896
5.0,1.0,58.0,-1.8,-1.5,b,10.0,-10.0,-133.2429592080773
5.0,1.0,58.0,-1.8,-1.5,b,-130.0,140.0,-137.76779644590346
5.0,1.0,58.0,-1.8,-1.5,b,0.0,140.0,-68.21770231892383
5.0,1.0,58.0,-1.8,-1.4,b,-120.0,-15.0,-49.577051674059
5.0,1.0,58.0,-1.8,-1.4,b,10.0,-10.0,-134.6351336769555
5.0,1.0,58.0,-1.8,-1.4,b,-135.0,135.0,-137.25855597820757
5.0,1.0,58.0,-1.8,-1.4,b,0.0,140.0,-69.85198628521675
5.0,1.0,58.0,-1.8,-1.4,b,-105.0,160.0,-72.16807579609201
5.0,1.0,58.0,-1.8,-1.3,b,-20.0,-35.0,-29.29963256253256
5.0,1.0,58.0,-1.8,-1.3,b,-120.0,-15.0,-53.72622157386403
5.0,1.0,58.0,-1.8,-1.3,b,10.0,-10.0,-135.54116538339568
5.0,1.0,58.0,-1.8,-1.3,b,-135.0,135.0,-135.93090531504498
5.0,1.0,58.0,-1.8,-1.3,b,0.0,140.0,-70.79241396569412
5.0,1.0,58.0,-1.8,-1.3,b,-105.0,160.0,-71.42814373769241
5.0,1.0,58.0,-1.8,-1.2,b,-20.0,-35.0,-45.1886444375221
5.0,1.0,58.0,-1.8,-1.2,b,-120.0,-15.0,-56.60803583779309
5.0,1.0,58.0,-1.8,-1.2,b,10.0,-10.0,-135.97758662200715
5.0,1.0,58.0,-1.8,-1.2,b,-135.0,135.0,-132.99582323813493
5.0,1.0,58.0,-1.8,-1.2,b,-5.0,140.0,-71.9832207363906
5.0,1.0,58.0,-1.8,-1.2,b,-105.0,160.0,-70.39775331457916
5.0,1.0,58.0,-1.8,-1.1,b,-20.0,-35.0,-58.58052658308672
5.0,1.0,58.0,-1.8,-1.1,b,-120.0,-15.0,-58.388569522410776
5.0,1.0,58.0,-1.8,-1.1,b,10.0,-10.0,-135.98723884165196
5.0,1.0,58.0,-1.8,-1.1,b,-135.0,135.0,-128.41330199233167
5.0,1.0,58.0,-1.8,-1.1,b,-5.0,140.0,-72.42215152390156
5.0,1.0,58.0,-1.8,-1.1,b,-130.0,145.0,-126.1600631369742
5.0,1.0,58.0,-1.8,-1.1,b,-115.0,155.0,-97.1926648421985
5.0,1.0,58.0,-1.8,-1.1,b,-105.0,160.0,-69.30467857810021
5.0,1.0,58.0,-1.8,-1.0,b,-20.0,-35.0,-69.31280351969413
5.0,1.0,58.0,-1.8,-1.0,b,-120.0,-15.0,-59.284559639705385
5.0,1.0,58.0,-1.8,-1.0,b,10.0,-15.0,-135.75970043667652
5.0,1.0,58.0,-1.8,-1.0,b,-135.0,135.0,-122.2160627127407
